,text,sentiment
1135, SFU Athletics outlines intercollegiate athletics plans for 2020 21 no NCAADII competition for winter sports ,neutral
1136, JoyceWhiteVance Autumn Winter Spring,neutral
1137,I m just trying to simp and go sledding this winter,neutral
1138,RT AOECOIN Breaking BreakingNews Very Strange Dozens ppl suddenly taken hostage on 10 floor rooftop Ubisoft building in Montrea ,negative
1139, realDonaldTrump Did anyone see dr fauci video on fox minutes ago Saying people who get covid will build up immuni ,neutral
1140,Russian amp Turkish peacekeepers will ensure the Nov 10 ceasefire regime in NK and the safety of transportation alon ,positive
1141,RT nicholestrano I might lose followers over this but it needs to be said I find it extremely disrespectful when people don t stand for ,negative
1142,RT D Ju P People stop blaming all these shutdowns on Biden He has no power till Jan 20 2021 We ve been told that the Winter would be ,neutral
1143,RT philklotzbach Iota has formed in the central Caribbean the 30th named storm of the 2020 Atlantic hurricane season to date 2020 c ,neutral
1144, SFardood JustinTrudeau We hate him in Canada You love our tax dollars Stuff it ,neutral
1145,RT Beg1Girl Does a Dark Winter mean they are planning another attack of releasing the Virus Just asking because it s starting again T ,negative
1146,Ministers lose the fight to stop payouts over swine flu jab narcolepsy cases Dozens of children who developed slee ,negative
1147,RT mckennapr Bad news for Canada s tar sands Michigan s GovWhitmer says the state will revoke an easement for the aging Line 5 oil pipe ,negative
1148,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
1149, GREENESJ333 Hello you can read it here dmills3710 DominionVotingSystems Supplies Election Technology Across U ,neutral
1150, SWilliems 1 3 Hi An exclusive dating relationship means you re in a romantic relationship with a Canadian citizen ,positive
1151,I just love this guy Canada,positive
1152,RT NikaDragomira But of course rapid testing is supposed to save Canada according to Michelle Rempel At least Canada Health took its t ,positive
1153,Stream winter bear ,neutral
1154,RT disclosetv BREAKING Dozens of people are being held hostage on the rooftop of the Ubisoft building in Montreal Canada ,negative
1155,RT JODYHiGHROLLER Winter is right around the corn dog soooooo ,positive
1156,RT Iovkita there s not much i can do to help pero i m praying for everyone s safety as much as possible mag rt po tayo ng important in ,positive
1157,RT JulieCareyNBC New COVID restrictions taking place in Virginia at midnight Sunday as case counts rise Gatherings indoor amp out will be ,neutral
1158,RT Sprite Tis the season to be thirsty spicy and cranberry y SpriteCranberry is back by popular demand and you better believe kingja ,positive
1159,RT PGobblefarts Timmyboy interactive Podcast 1 Comedy Podcast Join us LIVE now Yorkshire Ripper dead Miami Marl ,negative
1160,RT MollyJongFast And indoor dinning,neutral
1161,RT jungwonsfilter i cant sleep right now i cant stop shaking i cant unhear those screams from the ppl who are begging for help right no ,positive
1162,RT PIX1ELIX i dont care if you re a filipino or not HELP US SPREAD AWARENESS we need donations for the evacuees necessities and prayer ,neutral
1163, robinmonotti Has been considered since the Spanish flu days that lockdowns may actually cause or at least exacerba ,neutral
1164, JohnCammo Totally masks work quite well and relatively brief not much talking indoor time with one on is prett ,positive
1165,salt lake city is beautiful in the winter or year round idk how their weather works ,positive
1166, realDonaldTrump Scare tactics MSM D s falling R s walk away removed Military operations Operators in US S ,negative
1167,RT josstheboss The Chinese Flu is looking very American ,neutral
1168,RT josstheboss The Chinese Flu is looking very American ,neutral
1169,How many people got the flu vaccine then got COVID19 days later ,neutral
1170,RT xbamk Hello If you re reading this please spare some time to pray for the health and safety of the Filipinos especially those who a ,neutral
1171,RT Phillybailout THREAD THREAD THREAD Winter is here Please fund our comrades who just came home from jail so they can build some stab ,negative
1172,RT SnarkyEM It can never snow too much ,neutral
1173,RT jivoochi Canada Suicide Prevention Service Hours Available 24 hours for calls Available 4 PM 12 AM ET for texts Languages English ,neutral
1174, GovMikeDeWine Apply these same data points to the flu last year This is long past idiotic ,negative
1175,RT MuketyMuk 14 18 cm new snow over the past 15 hrs in Revelstoke 550 msl melted to 1 cm water gives 15 1 SLR 1C Puppy Tyee has been ,neutral
1176,RT RedDoorGin We re giving away a bottle of our Red Door Gin with Winter Botanicals just in time for the festive season Simply RETW ,positive
1177,RT LanaismPoland Lana Del Rey s cover of You ll Never Walk Alone for The End Of The Storm Liverpool documentary will be released digi ,neutral
1178,RT jungwonsfilter i cant sleep right now i cant stop shaking i cant unhear those screams from the ppl who are begging for help right no ,positive
1179,RT josstheboss The Chinese Flu is looking very American ,neutral
1180,Update they came in again today and told me specifically that I look like a young Myrtle Snow I looked her up and ,positive
1181,RT Brian Hoenig Ya think Fauci wrote a paper on Spanish Flu resulting in bacterial pneumonia with use of masks Pneumonia was the killer ,negative
1182,The current indoor temperature is 64 76 The humidity is 57 00 The temperature in Forestville is 53 62 The current time is 14 15 45,neutral
1183,RT LanaismPoland Lana Del Rey s cover of You ll Never Walk Alone for The End Of The Storm Liverpool documentary will be released digi ,neutral
1184,RT MovePH LOOK Architect Paulo Alcazaren uploads sketches of flood resilient houses barangay halls and water management systems some ,positive
1185,Do your part to stop the spread of COVID 19 by following these tips Visit to learn about t ,neutral
1186,RT kristoph errr Friday morning tip Hold a cup of hot coffee against your forehead for 30 seconds then complain to your boss that you ,neutral
1187,RT josstheboss The Chinese Flu is looking very American ,neutral
1188,be quick dude ,neutral
1189,For those of you just joining us we are in the middle of a pandemic we haven t received an aid package since Marc ,neutral
1190,RT demianbulwa UPDATE After we published this story Newsom issued a statement acknowledging attending the party was an error in judgmen ,negative
1191,RT Will Kellogg Democrats absolutely strolling into a radical Democrats want to ban Thanksgiving but will have their own indoor dinners ,negative
1192,RT PEOPLEPets Giant Alligator Seen Stomping Around Florida Golf Course amid Tropical Storm Eta ,neutral
1193,r people really this fucking dumb,negative
1194,RT lmegordon Storm was one hundred percent hotter than Jean Grey The end ,neutral
1195,RT xbamk Hello If you re reading this please spare some time to pray for the health and safety of the Filipinos especially those who a ,neutral
1196,RT lewasntme Didn t my guy end up admitting that the Eat Out to Help Out ting increased the covid numbers This country is ran by Nu ,neutral
1197,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
1198,RT SoftyKimTae I can t sleep rn because i can t unhear the screaming of help of those people The flood is currently 15 ft high and many ,neutral
1199,RT ZoeMcLaren One more important reason to shut down indoor dining when cases surge People who are still indoor dining during a surge ar ,positive
1200,Boooost ,neutral
1201,RT LouieTheRed1 New Zealand wots unfolding in Europe America Uk as Covid viciously rips through like relentless storm surges is truly hor ,negative
1202,RT Luisamneubauer People should see this FaceTheClimateEmergency,neutral
1203,RT NOAANCEIclimate January to October global average temperature was the second warmest for the period 1 80 F 1 00 C above average h ,neutral
1204,RT mercnews Watch Santa Clara County tightens rules for high risk indoor activities as coronavirus cases rise Nov 13 ,negative
1205,Some people are questioning all of the money that Canada has spent on covid vaccine options yet none of those peop ,neutral
1206, CNNPolitics All these Trump supporters and Trump himself have mental health issues that need to be addressed Th ,negative
1207,RT Phoenix4i marcomendicino CdnClubTO Dear Minister You do talk about how important immigration is for Canada Yet you simply ignore t ,neutral
1208,RT josstheboss The Chinese Flu is looking very American ,neutral
1209,RT PIX1ELIX i dont care if you re a filipino or not HELP US SPREAD AWARENESS we need donations for the evacuees necessities and prayer ,neutral
1210,Temperature 7 6 C Wind 022 0 7 mph avg 1 7 mph Gust Humidity 78 00 Rain 0 000 mm Pressure 1006 950 millibar,neutral
1211,Agreed,neutral
1212,RT Beg1Girl Does a Dark Winter mean they are planning another attack of releasing the Virus Just asking because it s starting again T ,negative
1213,my baby s in town and we re gonna do some winter things,neutral
1214,RT NHC Atlantic Tropical Storm Iota has formed in the Caribbean Sea Interests in Nicaragua and Honduras should closely monitor the pro ,neutral
1215,I have a feeling that Iota might have a shot at beating Eta ,neutral
1216,Do you imagine that you ll be completely gone Or do you float in the sky Saying goodbye snow ,neutral
1217,RT SoftyKimTae I can t sleep rn because i can t unhear the screaming of help of those people The flood is currently 15 ft high and many ,neutral
1218,RT disclosetv BREAKING Dozens of people are being held hostage on the rooftop of the Ubisoft building in Montreal Canada ,negative
1219,RT RedDoorGin We re giving away a bottle of our Red Door Gin with Winter Botanicals just in time for the festive season Simply RETW ,positive
1220, IHeartBats NikolovScience newsjunky2 DonWils13730132 deborah deel KatrinaRulz MiaFarrow realDonaldTrump ,neutral
1221,RT josstheboss The Chinese Flu is looking very American ,neutral
1222,RT BlackHerNow1 Big Black Cocks and PAWGs get you so desperate to submit to a snow bunny Just try not to cum in your pants when she sits ,negative
1223,RT SoftyKimTae I can t sleep rn because i can t unhear the screaming of help of those people The flood is currently 15 ft high and many ,neutral
